+----------+---------------------------+--------+--------------+
| p_brand  | p_type                    | p_size | supplier_cnt |
| Brand#13 | ECONOMY PLATED BRASS      | 36     | 8            |
| Brand#13 | ECONOMY PLATED COPPER     | 3      | 8            |
| Brand#13 | ECONOMY PLATED COPPER     | 9      | 8            |
| Brand#13 | ECONOMY PLATED COPPER     | 19     | 8            |
| Brand#13 | ECONOMY PLATED NICKEL     | 14     | 8            |
| Brand#13 | ECONOMY PLATED STEEL      | 45     | 8            |
| Brand#13 | ECONOMY PLATED TIN        | 3      | 8            |
| Brand#13 | ECONOMY PLATED TIN        | 23     | 8            |
| Brand#13 | ECONOMY POLISHED BRASS    | 9      | 8            |
| Brand#13 | ECONOMY POLISHED BRASS    | 36     | 8            |
| Brand#13 | ECONOMY POLISHED COPPER   | 9      | 8            |
| Brand#13 | ECONOMY POLISHED COPPER   | 49     | 8            |
| Brand#13 | ECONOMY POLISHED STEEL    | 3      | 8            |
| Brand#13 | ECONOMY POLISHED STEEL    | 23     | 8            |
| Brand#13 | ECONOMY POLISHED STEEL    | 45     | 8            |
| Brand#13 | ECONOMY POLISHED STEEL    | 49     | 8            |
| Brand#13 | ECONOMY POLISHED TIN      | 3      | 8            |
| Brand#13 | ECONOMY POLISHED TIN      | 36     | 8            |
| Brand#13 | LARGE ANODIZED COPPER     | 3      | 8            |
| Brand#13 | LARGE ANODIZED COPPER     | 19     | 8            |
| Brand#13 | LARGE ANODIZED STEEL      | 19     | 8            |
| Brand#13 | LARGE ANODIZED STEEL      | 45     | 8            |
| Brand#13 | LARGE ANODIZED TIN        | 45     | 8            |
| Brand#13 | LARGE BRUSHED BRASS       | 9      | 8            |
| Brand#13 | LARGE BRUSHED BRASS       | 19     | 8            |
| Brand#13 | LARGE BRUSHED BRASS       | 45     | 8            |
| Brand#13 | LARGE BRUSHED BRASS       | 49     | 8            |
| Brand#13 | LARGE BRUSHED COPPER      | 45     | 8            |
| Brand#13 | LARGE BRUSHED COPPER      | 49     | 8            |
| Brand#13 | LARGE BRUSHED NICKEL      | 9      | 8            |
| Brand#13 | LARGE BRUSHED STEEL       | 19     | 8            |
| Brand#13 | LARGE BRUSHED STEEL       | 36     | 8            |
| Brand#13 | LARGE BRUSHED TIN         | 9      | 8            |
| Brand#13 | LARGE BURNISHED BRASS     | 3      | 8            |
| Brand#13 | LARGE BURNISHED COPPER    | 3      | 8            |
| Brand#13 | LARGE BURNISHED COPPER    | 23     | 8            |
| Brand#13 | LARGE BURNISHED NICKEL    | 14     | 8            |
| Brand#13 | LARGE BURNISHED STEEL     | 14     | 8            |
| Brand#13 | LARGE BURNISHED STEEL     | 45     | 8            |
| Brand#13 | LARGE PLATED BRASS        | 9      | 8            |
| Brand#13 | LARGE PLATED COPPER       | 14     | 8            |
| Brand#13 | LARGE PLATED NICKEL       | 19     | 8            |
| Brand#13 | LARGE PLATED STEEL        | 3      | 8            |
| Brand#13 | LARGE PLATED STEEL        | 36     | 8            |
| Brand#13 | LARGE PLATED TIN          | 14     | 8            |
| Brand#13 | LARGE PLATED TIN          | 45     | 8            |
| Brand#13 | LARGE POLISHED BRASS      | 23     | 8            |
| Brand#13 | LARGE POLISHED NICKEL     | 45     | 8            |
| Brand#13 | LARGE POLISHED STEEL      | 36     | 8            |
| Brand#13 | LARGE POLISHED TIN        | 3      | 8            |
| Brand#13 | LARGE POLISHED TIN        | 9      | 8            |
| Brand#13 | LARGE POLISHED TIN        | 14     | 8            |
| Brand#13 | LARGE POLISHED TIN        | 45     | 8            |
| Brand#13 | MEDIUM ANODIZED STEEL     | 23     | 8            |
| Brand#13 | MEDIUM ANODIZED TIN       | 9      | 8            |
| Brand#13 | MEDIUM ANODIZED TIN       | 45     | 8            |
| Brand#13 | MEDIUM BRUSHED BRASS      | 14     | 8            |
| Brand#13 | MEDIUM BRUSHED BRASS      | 36     | 8            |
| Brand#13 | MEDIUM BRUSHED BRASS      | 49     | 8            |
| Brand#13 | MEDIUM BRUSHED COPPER     | 23     | 8            |
| Brand#13 | MEDIUM BRUSHED COPPER     | 49     | 8            |
| Brand#13 | MEDIUM BRUSHED NICKEL     | 19     | 8            |
| Brand#13 | MEDIUM BRUSHED STEEL      | 14     | 8            |
| Brand#13 | MEDIUM BRUSHED TIN        | 9      | 8            |
| Brand#13 | MEDIUM BURNISHED BRASS    | 19     | 8            |
| Brand#13 | MEDIUM BURNISHED COPPER   | 3      | 8            |
| Brand#13 | MEDIUM BURNISHED COPPER   | 19     | 8            |
| Brand#13 | MEDIUM BURNISHED COPPER   | 23     | 8            |
| Brand#13 | MEDIUM BURNISHED NICKEL   | 9      | 8            |
| Brand#13 | MEDIUM BURNISHED NICKEL   | 23     | 8            |
| Brand#13 | MEDIUM BURNISHED STEEL    | 14     | 8            |
| Brand#13 | MEDIUM BURNISHED STEEL    | 19     | 8            |
| Brand#13 | MEDIUM BURNISHED STEEL    | 45     | 8            |
| Brand#13 | MEDIUM BURNISHED STEEL    | 49     | 8            |
| Brand#13 | MEDIUM BURNISHED TIN      | 45     | 8            |
| Brand#13 | MEDIUM BURNISHED TIN      | 49     | 8            |
| Brand#13 | MEDIUM PLATED BRASS       | 19     | 8            |
| Brand#13 | MEDIUM PLATED BRASS       | 23     | 8            |
| Brand#13 | MEDIUM PLATED COPPER      | 14     | 8            |
| Brand#13 | MEDIUM PLATED COPPER      | 19     | 8            |
| Brand#13 | MEDIUM PLATED NICKEL      | 3      | 8            |
| Brand#13 | MEDIUM PLATED NICKEL      | 36     | 8            |
| Brand#13 | MEDIUM PLATED STEEL       | 3      | 8            |
| Brand#13 | MEDIUM PLATED STEEL       | 9      | 8            |
| Brand#13 | MEDIUM PLATED STEEL       | 19     | 8            |
| Brand#13 | MEDIUM PLATED STEEL       | 36     | 8            |
| Brand#13 | MEDIUM PLATED TIN         | 36     | 8            |
| Brand#13 | PROMO ANODIZED BRASS      | 3      | 8            |
| Brand#13 | PROMO ANODIZED COPPER     | 9      | 8            |
+----------+---------------------------+--------+--------------+
+----------+---------------------------+--------+--------------+
| p_brand  | p_type                    | p_size | supplier_cnt |
+----------+---------------------------+--------+--------------+
| Brand#13 | PROMO ANODIZED COPPER     | 14     | 8            |
| Brand#13 | PROMO ANODIZED COPPER     | 23     | 8            |
| Brand#13 | PROMO ANODIZED NICKEL     | 3      | 8            |
| Brand#13 | PROMO ANODIZED NICKEL     | 9      | 8            |
| Brand#13 | PROMO ANODIZED NICKEL     | 45     | 8            |
| Brand#13 | PROMO ANODIZED STEEL      | 19     | 8            |
| Brand#13 | PROMO ANODIZED TIN        | 36     | 8            |
| Brand#13 | PROMO ANODIZED TIN        | 49     | 8            |
| Brand#13 | PROMO BRUSHED BRASS       | 3      | 8            |
| Brand#13 | PROMO BRUSHED BRASS       | 23     | 8            |
| Brand#13 | PROMO BRUSHED BRASS       | 49     | 8            |
| Brand#13 | PROMO BRUSHED COPPER      | 14     | 8            |
| Brand#13 | PROMO BRUSHED COPPER      | 19     | 8            |
| Brand#13 | PROMO BRUSHED COPPER      | 49     | 8            |
| Brand#13 | PROMO BRUSHED NICKEL      | 14     | 8            |
| Brand#13 | PROMO BRUSHED TIN         | 45     | 8            |
| Brand#13 | PROMO BURNISHED BRASS     | 9      | 8            |
| Brand#13 | PROMO BURNISHED BRASS     | 23     | 8            |
| Brand#13 | PROMO BURNISHED BRASS     | 36     | 8            |
| Brand#13 | PROMO BURNISHED COPPER    | 9      | 8            |
| Brand#13 | PROMO BURNISHED COPPER    | 23     | 8            |
| Brand#13 | PROMO BURNISHED COPPER    | 45     | 8            |
| Brand#13 | PROMO BURNISHED NICKEL    | 9      | 8            |
| Brand#13 | PROMO BURNISHED STEEL     | 9      | 8            |
| Brand#13 | PROMO BURNISHED STEEL     | 14     | 8            |
| Brand#13 | PROMO BURNISHED STEEL     | 23     | 8            |
| Brand#13 | PROMO BURNISHED STEEL     | 45     | 8            |
| Brand#13 | PROMO BURNISHED TIN       | 9      | 8            |
| Brand#13 | PROMO BURNISHED TIN       | 14     | 8            |
| Brand#13 | PROMO BURNISHED TIN       | 19     | 8            |
| Brand#13 | PROMO PLATED BRASS        | 14     | 8            |
| Brand#13 | PROMO PLATED BRASS        | 49     | 8            |
| Brand#13 | PROMO PLATED NICKEL       | 14     | 8            |
| Brand#13 | PROMO PLATED NICKEL       | 36     | 8            |
| Brand#13 | PROMO PLATED STEEL        | 9      | 8            |
| Brand#13 | PROMO PLATED TIN          | 14     | 8            |
| Brand#13 | PROMO PLATED TIN          | 23     | 8            |
| Brand#13 | PROMO POLISHED BRASS      | 3      | 8            |
| Brand#13 | PROMO POLISHED BRASS      | 19     | 8            |
| Brand#13 | PROMO POLISHED BRASS      | 45     | 8            |
| Brand#13 | PROMO POLISHED BRASS      | 49     | 8            |
| Brand#13 | PROMO POLISHED NICKEL     | 23     | 8            |
| Brand#13 | PROMO POLISHED STEEL      | 36     | 8            |
| Brand#13 | PROMO POLISHED STEEL      | 45     | 8            |
| Brand#13 | PROMO POLISHED TIN        | 19     | 8            |
| Brand#13 | PROMO POLISHED TIN        | 36     | 8            |
| Brand#13 | SMALL ANODIZED BRASS      | 14     | 8            |
| Brand#13 | SMALL ANODIZED COPPER     | 9      | 8            |
| Brand#13 | SMALL ANODIZED COPPER     | 23     | 8            |
| Brand#13 | SMALL ANODIZED NICKEL     | 14     | 8            |
| Brand#13 | SMALL ANODIZED NICKEL     | 45     | 8            |
| Brand#13 | SMALL ANODIZED STEEL      | 14     | 8            |
| Brand#13 | SMALL ANODIZED STEEL      | 23     | 8            |
| Brand#13 | SMALL ANODIZED TIN        | 45     | 8            |
| Brand#13 | SMALL BRUSHED BRASS       | 9      | 8            |
| Brand#13 | SMALL BRUSHED BRASS       | 14     | 8            |
| Brand#13 | SMALL BRUSHED BRASS       | 36     | 8            |
| Brand#13 | SMALL BRUSHED BRASS       | 49     | 8            |
| Brand#13 | SMALL BRUSHED COPPER      | 23     | 8            |
| Brand#13 | SMALL BRUSHED COPPER      | 36     | 8            |
| Brand#13 | SMALL BRUSHED NICKEL      | 9      | 8            |
| Brand#13 | SMALL BRUSHED NICKEL      | 19     | 8            |
| Brand#13 | SMALL BRUSHED STEEL       | 23     | 8            |
| Brand#13 | SMALL BRUSHED STEEL       | 49     | 8            |
| Brand#13 | SMALL BRUSHED TIN         | 9      | 8            |
| Brand#13 | SMALL BRUSHED TIN         | 49     | 8            |
| Brand#13 | SMALL BURNISHED BRASS     | 19     | 8            |
| Brand#13 | SMALL BURNISHED BRASS     | 45     | 8            |
| Brand#13 | SMALL BURNISHED COPPER    | 9      | 8            |
| Brand#13 | SMALL BURNISHED NICKEL    | 19     | 8            |
| Brand#13 | SMALL BURNISHED NICKEL    | 45     | 8            |
| Brand#13 | SMALL BURNISHED STEEL     | 23     | 8            |
| Brand#13 | SMALL BURNISHED TIN       | 9      | 8            |
| Brand#13 | SMALL BURNISHED TIN       | 14     | 8            |
| Brand#13 | SMALL BURNISHED TIN       | 36     | 8            |
| Brand#13 | SMALL PLATED BRASS        | 9      | 8            |
| Brand#13 | SMALL PLATED BRASS        | 49     | 8            |
| Brand#13 | SMALL PLATED COPPER       | 3      | 8            |
| Brand#13 | SMALL PLATED COPPER       | 23     | 8            |
| Brand#13 | SMALL PLATED COPPER       | 36     | 8            |
| Brand#13 | SMALL PLATED NICKEL       | 14     | 8            |
| Brand#13 | SMALL PLATED STEEL        | 19     | 8            |
| Brand#13 | SMALL PLATED TIN          | 19     | 8            |
| Brand#13 | SMALL POLISHED BRASS      | 45     | 8            |
| Brand#13 | SMALL POLISHED COPPER     | 3      | 8            |
| Brand#13 | SMALL POLISHED COPPER     | 49     | 8            |
| Brand#13 | SMALL POLISHED NICKEL     | 3      | 8            |
| Brand#13 | SMALL POLISHED STEEL      | 36     | 8            |
| Brand#13 | SMALL POLISHED STEEL      | 45     | 8            |
| Brand#13 | SMALL POLISHED STEEL      | 49     | 8            |
| Brand#13 | STANDARD ANODIZED BRASS   | 49     | 8            |
| Brand#13 | STANDARD ANODIZED COPPER  | 14     | 8            |
| Brand#13 | STANDARD ANODIZED COPPER  | 36     | 8            |
| Brand#13 | STANDARD ANODIZED NICKEL  | 19     | 8            |
| Brand#13 | STANDARD ANODIZED STEEL   | 14     | 8            |
| Brand#13 | STANDARD ANODIZED TIN     | 9      | 8            |
| Brand#13 | STANDARD ANODIZED TIN     | 36     | 8            |
| Brand#13 | STANDARD BRUSHED BRASS    | 36     | 8            |
| Brand#13 | STANDARD BRUSHED COPPER   | 3      | 8            |
| Brand#13 | STANDARD BRUSHED NICKEL   | 14     | 8            |
| Brand#13 | STANDARD BRUSHED NICKEL   | 49     | 8            |
| Brand#13 | STANDARD BRUSHED STEEL    | 9      | 8            |
| Brand#13 | STANDARD BRUSHED STEEL    | 49     | 8            |
| Brand#13 | STANDARD BRUSHED TIN      | 9      | 8            |
| Brand#13 | STANDARD BURNISHED BRASS  | 23     | 8            |
| Brand#13 | STANDARD BURNISHED BRASS  | 36     | 8            |
| Brand#13 | STANDARD BURNISHED COPPER | 49     | 8            |
| Brand#13 | STANDARD BURNISHED NICKEL | 3      | 8            |
| Brand#13 | STANDARD BURNISHED NICKEL | 14     | 8            |
| Brand#13 | STANDARD PLATED BRASS     | 9      | 8            |
| Brand#13 | STANDARD PLATED BRASS     | 23     | 8            |
| Brand#13 | STANDARD PLATED BRASS     | 49     | 8            |
| Brand#13 | STANDARD PLATED COPPER    | 36     | 8            |
| Brand#13 | STANDARD PLATED NICKEL    | 3      | 8            |
| Brand#13 | STANDARD PLATED STEEL     | 14     | 8            |
| Brand#13 | STANDARD PLATED STEEL     | 49     | 8            |
| Brand#13 | STANDARD PLATED TIN       | 14     | 8            |
| Brand#13 | STANDARD PLATED TIN       | 36     | 8            |
| Brand#13 | STANDARD POLISHED COPPER  | 14     | 8            |
| Brand#13 | STANDARD POLISHED NICKEL  | 3      | 8            |
| Brand#13 | STANDARD POLISHED NICKEL  | 36     | 8            |
| Brand#13 | STANDARD POLISHED STEEL   | 14     | 8            |
| Brand#13 | STANDARD POLISHED STEEL   | 23     | 8            |
| Brand#13 | STANDARD POLISHED STEEL   | 36     | 8            |
| Brand#13 | STANDARD POLISHED TIN     | 23     | 8            |
| Brand#14 | ECONOMY ANODIZED BRASS    | 36     | 8            |
| Brand#14 | ECONOMY ANODIZED COPPER   | 36     | 8            |
| Brand#14 | ECONOMY ANODIZED COPPER   | 45     | 8            |
| Brand#14 | ECONOMY ANODIZED NICKEL   | 23     | 8            |
| Brand#14 | ECONOMY ANODIZED NICKEL   | 45     | 8            |
| Brand#14 | ECONOMY ANODIZED STEEL    | 3      | 8            |
| Brand#14 | ECONOMY ANODIZED STEEL    | 9      | 8            |
| Brand#14 | ECONOMY ANODIZED STEEL    | 19     | 8            |
| Brand#14 | ECONOMY ANODIZED TIN      | 19     | 8            |
| Brand#14 | ECONOMY BRUSHED BRASS     | 3      | 8            |
| Brand#14 | ECONOMY BRUSHED BRASS     | 14     | 8            |
| Brand#14 | ECONOMY BRUSHED BRASS     | 49     | 8            |
| Brand#14 | ECONOMY BRUSHED NICKEL    | 14     | 8            |
| Brand#14 | ECONOMY BRUSHED STEEL     | 49     | 8            |
| Brand#14 | ECONOMY BRUSHED TIN       | 3      | 8            |
| Brand#14 | ECONOMY BRUSHED TIN       | 49     | 8            |
| Brand#14 | ECONOMY BURNISHED BRASS   | 14     | 8            |
| Brand#14 | ECONOMY BURNISHED COPPER  | 36     | 8            |
| Brand#14 | ECONOMY BURNISHED STEEL   | 23     | 8            |
| Brand#14 | ECONOMY BURNISHED STEEL   | 36     | 8            |
| Brand#14 | ECONOMY BURNISHED TIN     | 19     | 8            |
| Brand#14 | ECONOMY BURNISHED TIN     | 23     | 8            |
| Brand#14 | ECONOMY BURNISHED TIN     | 36     | 8            |
| Brand#14 | ECONOMY PLATED BRASS      | 36     | 8            |
| Brand#14 | ECONOMY PLATED COPPER     | 3      | 8            |
| Brand#14 | ECONOMY PLATED COPPER     | 9      | 8            |
| Brand#14 | ECONOMY PLATED NICKEL     | 3      | 8            |
| Brand#14 | ECONOMY PLATED STEEL      | 36     | 8            |
| Brand#14 | ECONOMY PLATED TIN        | 9      | 8            |
| Brand#14 | ECONOMY POLISHED BRASS    | 3      | 8            |
| Brand#14 | ECONOMY POLISHED BRASS    | 23     | 8            |
| Brand#14 | ECONOMY POLISHED BRASS    | 36     | 8            |
| Brand#14 | ECONOMY POLISHED COPPER   | 14     | 8            |
| Brand#14 | ECONOMY POLISHED STEEL    | 3      | 8            |
| Brand#14 | ECONOMY POLISHED TIN      | 19     | 8            |
| Brand#14 | LARGE ANODIZED BRASS      | 19     | 8            |
| Brand#14 | LARGE ANODIZED COPPER     | 23     | 8            |
| Brand#14 | LARGE ANODIZED NICKEL     | 9      | 8            |
| Brand#14 | LARGE ANODIZED NICKEL     | 49     | 8            |
| Brand#14 | LARGE ANODIZED STEEL      | 3      | 8            |
| Brand#14 | LARGE ANODIZED STEEL      | 45     | 8            |
| Brand#14 | LARGE ANODIZED TIN        | 9      | 8            |
| Brand#14 | LARGE ANODIZED TIN        | 19     | 8            |
| Brand#14 | LARGE ANODIZED TIN        | 23     | 8            |
| Brand#14 | LARGE BRUSHED BRASS       | 23     | 8            |
| Brand#14 | LARGE BRUSHED BRASS       | 45     | 8            |
| Brand#14 | LARGE BRUSHED COPPER      | 49     | 8            |
| Brand#14 | LARGE BRUSHED NICKEL      | 23     | 8            |
| Brand#14 | LARGE BRUSHED NICKEL      | 45     | 8            |
| Brand#14 | LARGE BRUSHED TIN         | 9      | 8            |
| Brand#14 | LARGE BURNISHED BRASS     | 14     | 8            |
| Brand#14 | LARGE BURNISHED COPPER    | 19     | 8            |
| Brand#14 | LARGE BURNISHED NICKEL    | 3      | 8            |
| Brand#14 | LARGE BURNISHED NICKEL    | 49     | 8            |
| Brand#14 | LARGE BURNISHED STEEL     | 3      | 8            |
| Brand#14 | LARGE BURNISHED STEEL     | 9      | 8            |
| Brand#14 | LARGE BURNISHED STEEL     | 14     | 8            |
| Brand#14 | LARGE BURNISHED STEEL     | 19     | 8            |
| Brand#14 | LARGE BURNISHED STEEL     | 45     | 8            |
| Brand#14 | LARGE BURNISHED TIN       | 19     | 8            |
| Brand#14 | LARGE BURNISHED TIN       | 23     | 8            |
| Brand#14 | LARGE BURNISHED TIN       | 45     | 8            |
| Brand#14 | LARGE PLATED BRASS        | 23     | 8            |
| Brand#14 | LARGE PLATED COPPER       | 36     | 8            |
| Brand#14 | LARGE PLATED NICKEL       | 23     | 8            |
| Brand#14 | LARGE PLATED NICKEL       | 49     | 8            |
| Brand#14 | LARGE PLATED STEEL        | 49     | 8            |
| Brand#14 | LARGE POLISHED BRASS      | 3      | 8            |
| Brand#14 | LARGE POLISHED BRASS      | 9      | 8            |
| Brand#14 | LARGE POLISHED BRASS      | 14     | 8            |
| Brand#14 | LARGE POLISHED BRASS      | 19     | 8            |
| Brand#14 | LARGE POLISHED BRASS      | 36     | 8            |
| Brand#14 | LARGE POLISHED COPPER     | 9      | 8            |
| Brand#14 | LARGE POLISHED COPPER     | 23     | 8            |
| Brand#14 | LARGE POLISHED NICKEL     | 14     | 8            |
| Brand#14 | LARGE POLISHED NICKEL     | 36     | 8            |
| Brand#14 | LARGE POLISHED STEEL      | 23     | 8            |
| Brand#14 | LARGE POLISHED TIN        | 36     | 8            |
| Brand#14 | LARGE POLISHED TIN        | 45     | 8            |
| Brand#14 | LARGE POLISHED TIN        | 49     | 8            |
| Brand#14 | MEDIUM ANODIZED BRASS     | 14     | 8            |
| Brand#14 | MEDIUM ANODIZED COPPER    | 9      | 8            |
| Brand#14 | MEDIUM ANODIZED COPPER    | 19     | 8            |
| Brand#14 | MEDIUM ANODIZED COPPER    | 36     | 8            |
| Brand#14 | MEDIUM ANODIZED COPPER    | 49     | 8            |
| Brand#14 | MEDIUM ANODIZED NICKEL    | 9      | 8            |
| Brand#14 | MEDIUM ANODIZED NICKEL    | 36     | 8            |
| Brand#14 | MEDIUM BRUSHED COPPER     | 9      | 8            |
| Brand#14 | MEDIUM BRUSHED COPPER     | 23     | 8            |
| Brand#14 | MEDIUM BRUSHED STEEL      | 49     | 8            |
| Brand#14 | MEDIUM BRUSHED TIN        | 3      | 8            |
| Brand#14 | MEDIUM BRUSHED TIN        | 9      | 8            |
| Brand#14 | MEDIUM BURNISHED BRASS    | 19     | 8            |
| Brand#14 | MEDIUM BURNISHED BRASS    | 23     | 8            |
| Brand#14 | MEDIUM BURNISHED NICKEL   | 9      | 8            |
| Brand#14 | MEDIUM BURNISHED NICKEL   | 19     | 8            |
| Brand#14 | MEDIUM BURNISHED NICKEL   | 23     | 8            |
| Brand#14 | MEDIUM BURNISHED NICKEL   | 49     | 8            |
| Brand#14 | MEDIUM BURNISHED STEEL    | 36     | 8            |
| Brand#14 | MEDIUM BURNISHED STEEL    | 49     | 8            |
| Brand#14 | MEDIUM BURNISHED TIN      | 49     | 8            |
| Brand#14 | MEDIUM PLATED BRASS       | 9      | 8            |
| Brand#14 | MEDIUM PLATED BRASS       | 23     | 8            |
| Brand#14 | MEDIUM PLATED BRASS       | 36     | 8            |
| Brand#14 | MEDIUM PLATED BRASS       | 45     | 8            |
| Brand#14 | MEDIUM PLATED BRASS       | 49     | 8            |
| Brand#14 | MEDIUM PLATED NICKEL      | 23     | 8            |
| Brand#14 | MEDIUM PLATED STEEL       | 36     | 8            |
| Brand#14 | MEDIUM PLATED STEEL       | 49     | 8            |
| Brand#14 | MEDIUM PLATED TIN         | 3      | 8            |
| Brand#14 | MEDIUM PLATED TIN         | 14     | 8            |
| Brand#14 | MEDIUM PLATED TIN         | 45     | 8            |
| Brand#14 | PROMO ANODIZED BRASS      | 23     | 8            |
| Brand#14 | PROMO ANODIZED BRASS      | 36     | 8            |
| Brand#14 | PROMO ANODIZED COPPER     | 19     | 8            |
| Brand#14 | PROMO ANODIZED COPPER     | 36     | 8            |
| Brand#14 | PROMO ANODIZED COPPER     | 45     | 8            |
| Brand#14 | PROMO ANODIZED STEEL      | 45     | 8            |
| Brand#14 | PROMO ANODIZED TIN        | 14     | 8            |
| Brand#14 | PROMO ANODIZED TIN        | 19     | 8            |
| Brand#14 | PROMO BRUSHED BRASS       | 14     | 8            |
| Brand#14 | PROMO BRUSHED BRASS       | 19     | 8            |
| Brand#14 | PROMO BRUSHED BRASS       | 36     | 8            |
| Brand#14 | PROMO BRUSHED BRASS       | 45     | 8            |
| Brand#14 | PROMO BRUSHED COPPER      | 23     | 8            |
| Brand#14 | PROMO BRUSHED COPPER      | 49     | 8            |
| Brand#14 | PROMO BRUSHED NICKEL      | 19     | 8            |
| Brand#14 | PROMO BRUSHED NICKEL      | 36     | 8            |
| Brand#14 | PROMO BRUSHED STEEL       | 9      | 8            |
| Brand#14 | PROMO BRUSHED STEEL       | 36     | 8            |
| Brand#14 | PROMO BRUSHED STEEL       | 49     | 8            |
| Brand#14 | PROMO BURNISHED BRASS     | 9      | 8            |
| Brand#14 | PROMO BURNISHED BRASS     | 23     | 8            |
| Brand#14 | PROMO BURNISHED BRASS     | 36     | 8            |
| Brand#14 | PROMO BURNISHED BRASS     | 45     | 8            |
| Brand#14 | PROMO BURNISHED NICKEL    | 9      | 8            |
| Brand#14 | PROMO BURNISHED STEEL     | 36     | 8            |
| Brand#14 | PROMO BURNISHED TIN       | 49     | 8            |
| Brand#14 | PROMO PLATED BRASS        | 14     | 8            |
| Brand#14 | PROMO PLATED BRASS        | 45     | 8            |
| Brand#14 | PROMO PLATED COPPER       | 23     | 8            |
| Brand#14 | PROMO PLATED NICKEL       | 9      | 8            |
| Brand#14 | PROMO PLATED STEEL        | 3      | 8            |
| Brand#14 | PROMO PLATED STEEL        | 14     | 8            |
| Brand#14 | PROMO PLATED STEEL        | 19     | 8            |
| Brand#14 | PROMO PLATED STEEL        | 49     | 8            |
| Brand#14 | PROMO PLATED TIN          | 3      | 8            |
| Brand#14 | PROMO PLATED TIN          | 9      | 8            |
| Brand#14 | PROMO POLISHED BRASS      | 36     | 8            |
| Brand#14 | PROMO POLISHED COPPER     | 3      | 8            |
| Brand#14 | PROMO POLISHED NICKEL     | 3      | 8            |
| Brand#14 | PROMO POLISHED NICKEL     | 45     | 8            |
| Brand#14 | PROMO POLISHED TIN        | 9      | 8            |
| Brand#14 | PROMO POLISHED TIN        | 49     | 8            |
| Brand#14 | SMALL ANODIZED BRASS      | 9      | 8            |
| Brand#14 | SMALL ANODIZED BRASS      | 14     | 8            |
| Brand#14 | SMALL ANODIZED COPPER     | 14     | 8            |
| Brand#14 | SMALL ANODIZED NICKEL     | 36     | 8            |
| Brand#14 | SMALL ANODIZED STEEL      | 23     | 8            |
| Brand#14 | SMALL ANODIZED TIN        | 19     | 8            |
| Brand#14 | SMALL BRUSHED BRASS       | 19     | 8            |
| Brand#14 | SMALL BRUSHED BRASS       | 45     | 8            |
| Brand#14 | SMALL BRUSHED COPPER      | 36     | 8            |
| Brand#14 | SMALL BRUSHED COPPER      | 49     | 8            |
| Brand#14 | SMALL BRUSHED TIN         | 9      | 8            |
| Brand#14 | SMALL BRUSHED TIN         | 14     | 8            |
| Brand#14 | SMALL BRUSHED TIN         | 36     | 8            |
| Brand#14 | SMALL BURNISHED BRASS     | 19     | 8            |
| Brand#14 | SMALL BURNISHED BRASS     | 45     | 8            |
| Brand#14 | SMALL BURNISHED COPPER    | 14     | 8            |
| Brand#14 | SMALL BURNISHED COPPER    | 36     | 8            |
| Brand#14 | SMALL BURNISHED NICKEL    | 36     | 8            |
| Brand#14 | SMALL BURNISHED NICKEL    | 45     | 8            |
| Brand#14 | SMALL BURNISHED STEEL     | 14     | 8            |
| Brand#14 | SMALL BURNISHED STEEL     | 45     | 8            |
| Brand#14 | SMALL BURNISHED TIN       | 19     | 8            |
| Brand#14 | SMALL BURNISHED TIN       | 23     | 8            |
| Brand#14 | SMALL PLATED BRASS        | 14     | 8            |
| Brand#14 | SMALL PLATED COPPER       | 23     | 8            |
| Brand#14 | SMALL PLATED NICKEL       | 19     | 8            |
| Brand#14 | SMALL PLATED STEEL        | 14     | 8            |
| Brand#14 | SMALL PLATED STEEL        | 36     | 8            |
| Brand#14 | SMALL PLATED TIN          | 9      | 8            |
| Brand#14 | SMALL PLATED TIN          | 49     | 8            |
| Brand#14 | SMALL POLISHED BRASS      | 19     | 8            |
| Brand#14 | SMALL POLISHED BRASS      | 36     | 8            |
| Brand#14 | SMALL POLISHED BRASS      | 45     | 8            |
| Brand#14 | SMALL POLISHED COPPER     | 3      | 8            |
| Brand#14 | SMALL POLISHED NICKEL     | 9      | 8            |
| Brand#14 | SMALL POLISHED NICKEL     | 19     | 8            |
| Brand#14 | SMALL POLISHED STEEL      | 49     | 8            |
| Brand#14 | SMALL POLISHED TIN        | 3      | 8            |
| Brand#14 | SMALL POLISHED TIN        | 36     | 8            |
| Brand#14 | STANDARD ANODIZED BRASS   | 3      | 8            |
| Brand#14 | STANDARD ANODIZED COPPER  | 3      | 8            |
| Brand#14 | STANDARD ANODIZED COPPER  | 23     | 8            |
| Brand#14 | STANDARD ANODIZED STEEL   | 9      | 8            |
| Brand#14 | STANDARD BRUSHED BRASS    | 19     | 8            |
| Brand#14 | STANDARD BRUSHED COPPER   | 3      | 8            |
| Brand#14 | STANDARD BRUSHED NICKEL   | 3      | 8            |
| Brand#14 | STANDARD BRUSHED STEEL    | 23     | 8            |
| Brand#14 | STANDARD BRUSHED TIN      | 9      | 8            |
| Brand#14 | STANDARD BRUSHED TIN      | 45     | 8            |
| Brand#14 | STANDARD BRUSHED TIN      | 49     | 8            |
| Brand#14 | STANDARD BURNISHED BRASS  | 9      | 8            |
| Brand#14 | STANDARD BURNISHED BRASS  | 49     | 8            |
