+------------+-------------+
| ps_partkey | value       |
| 24224      | 8020463.52  |
| 2073       | 8020009.64  |
| 121622     | 8018462.17  |
| 14357      | 8016906.30  |
| 135601     | 8016209.44  |
| 58458      | 8016192.52  |
| 73036      | 8015799.00  |
| 184722     | 8015680.31  |
| 151664     | 8014821.96  |
| 195090     | 8012680.20  |
| 162609     | 8011241.00  |
| 83532      | 8009753.85  |
| 50166      | 8007137.89  |
| 181562     | 8006805.96  |
| 175165     | 8005319.76  |
| 62500      | 8005316.28  |
| 36342      | 8004333.40  |
| 128435     | 8004242.88  |
| 92516      | 8003836.80  |
| 30802      | 8003710.88  |
| 107418     | 8000430.30  |
| 46620      | 7999778.35  |
| 191803     | 7994734.15  |
| 106343     | 7993087.76  |
| 59362      | 7990397.46  |
| 8329       | 7990052.90  |
| 75133      | 7988244.00  |
| 179023     | 7986829.62  |
| 135899     | 7985726.64  |
| 5824       | 7985340.02  |
| 148579     | 7984889.56  |
| 95888      | 7984735.72  |
| 9791       | 7982699.79  |
| 170437     | 7982370.72  |
| 39782      | 7977858.24  |
| 20605      | 7977556.00  |
| 28682      | 7976960.00  |
| 42172      | 7973399.00  |
| 56137      | 7971405.40  |
| 64729      | 7970769.72  |
| 98643      | 7968603.73  |
| 153787     | 7967535.58  |
| 8932       | 7967222.19  |
| 20134      | 7965713.28  |
| 197635     | 7963507.58  |
| 80408      | 7963312.17  |
| 37728      | 7961875.68  |
| 26624      | 7961772.31  |
| 44736      | 7961144.10  |
| 29763      | 7960605.03  |
| 36147      | 7959463.68  |
| 146040     | 7957587.66  |
| 115469     | 7957485.14  |
| 142276     | 7956790.63  |
| 181280     | 7954037.35  |
| 115096     | 7953047.55  |
| 109650     | 7952258.73  |
| 93862      | 7951992.24  |
| 158325     | 7950728.30  |
| 55952      | 7950387.06  |
| 122397     | 7947106.27  |
| 28114      | 7946945.72  |
| 11966      | 7945197.48  |
| 47814      | 7944083.00  |
| 85096      | 7943691.06  |
| 51657      | 7943593.77  |
| 196680     | 7943578.89  |
| 13141      | 7942730.34  |
| 193327     | 7941036.25  |
| 152612     | 7940663.71  |
| 139680     | 7939242.36  |
| 31134      | 7938318.30  |
| 45636      | 7937240.85  |
| 56694      | 7936015.95  |
| 8114       | 7933921.88  |
| 71518      | 7932261.69  |
| 72922      | 7930400.64  |
| 146699     | 7929167.40  |
| 92387      | 7928972.67  |
| 186289     | 7928786.19  |
| 95952      | 7927972.78  |
| 196514     | 7927180.70  |
| 4403       | 7925729.04  |
| 2267       | 7925649.37  |
| 45924      | 7925047.68  |
| 11493      | 7916722.23  |
| 104478     | 7916253.60  |
| 166794     | 7913842.00  |
| 161995     | 7910874.27  |
| 23538      | 7909752.06  |
| 41093      | 7909579.92  |
| 112073     | 7908617.57  |
| 92814      | 7908262.50  |
| 88919      | 7907992.50  |
+------------+-------------+
+------------+------------+
| ps_partkey | value      |
+------------+------------+
| 79753      | 7907933.88 |
| 108765     | 7905338.98 |
| 146530     | 7905336.60 |
| 71475      | 7903367.58 |
| 36289      | 7901946.50 |
| 61739      | 7900794.00 |
| 52338      | 7898638.08 |
| 194299     | 7898421.24 |
| 105235     | 7897829.94 |
| 77207      | 7897752.72 |
| 96712      | 7897575.27 |
| 10157      | 7897046.25 |
| 171154     | 7896814.50 |
| 79373      | 7896186.00 |
| 113808     | 7893353.88 |
| 27901      | 7892952.00 |
| 128820     | 7892882.72 |
| 25891      | 7890511.20 |
| 122819     | 7888881.02 |
| 154731     | 7888301.33 |
| 101674     | 7879324.60 |
| 51968      | 7879102.21 |
| 72073      | 7877736.11 |
| 5182       | 7874521.73 |
+------------+------------+
Query Runtime Profile:
Query (id=5c41375904f5716e:6575b782a90c579c):
  Summary:
    Session ID: 8f4b713f347f55ba:ed324ad2d7fee2b0
    Session Type: BEESWAX
    Start Time: 2015-04-15 12:03:01.099480000
    End Time: 2015-04-15 12:03:02.209645000
    Query Type: QUERY
    Query State: FINISHED
    Query Status: OK
    Impala Version: impalad version 2.1.0-cdh4-INTERNAL DEBUG (build d520a9cdea2fc97e8d5da9fbb0244e60ee416bfa)
    User: impala
    Connected User: impala
    Delegated User: 
    Network Address: 127.0.0.1:36379
    Default Db: tpch_parquet
    Sql Statement: select *
from (
  select
    ps_partkey,
    sum(ps_supplycost * ps_availqty) as value
  from
    partsupp,
    supplier,
    nation
  where
    ps_suppkey = s_suppkey
    and s_nationkey = n_nationkey
    and n_name = 'GERMANY'
  group by
    ps_partkey
) as inner_query
where
  value > (
    select
      sum(ps_supplycost * ps_availqty) * 0.0001
    from
      partsupp,
      supplier,
      nation
    where
      ps_suppkey = s_suppkey
      and s_nationkey = n_nationkey
      and n_name = 'GERMANY'
  )
order by
  value desc
    Coordinator: 40dfc5751fde:22000
    Plan: 
----------------
Estimated Per-Host Requirements: Memory=4.34GB VCores=3
WARNING: The following tables are missing relevant table and/or column statistics.
tpch_parquet.nation, tpch_parquet.partsupp, tpch_parquet.supplier

F03:PLAN FRAGMENT [UNPARTITIONED]
  13:SORT
  |  order by: value DESC
  |  hosts=3 per-host-mem=unavailable
  |  tuple-ids=10 row-size=24B cardinality=unavailable
  |
  12:CROSS JOIN [BROADCAST]
  |  predicates: sum(ps_supplycost * ps_availqty) > sum(ps_supplycost * ps_availqty) * 0.0001
  |  hosts=3 per-host-mem=unavailable
  |  tuple-ids=8,3 row-size=40B cardinality=unavailable
  |
  |--22:EXCHANGE [UNPARTITIONED]
  |     hosts=3 per-host-mem=unavailable
  |     tuple-ids=3 row-size=24B cardinality=unavailable
  |
  17:AGGREGATE [FINALIZE]
  |  output: sum:merge(ps_supplycost * ps_availqty)
  |  hosts=3 per-host-mem=unavailable
  |  tuple-ids=8 row-size=16B cardinality=1
  |
  16:EXCHANGE [UNPARTITIONED]
     hosts=3 per-host-mem=unavailable
     tuple-ids=8 row-size=16B cardinality=1

F07:PLAN FRAGMENT [HASH(ps_partkey)]
  DATASTREAM SINK [FRAGMENT=F03, EXCHANGE=22, UNPARTITIONED]
  21:AGGREGATE [FINALIZE]
  |  output: sum:merge(ps_supplycost * ps_availqty)
  |  group by: ps_partkey
  |  hosts=3 per-host-mem=128.00MB
  |  tuple-ids=3 row-size=24B cardinality=unavailable
  |
  20:EXCHANGE [HASH(ps_partkey)]
     hosts=3 per-host-mem=0B
     tuple-ids=3 row-size=24B cardinality=unavailable

F04:PLAN FRAGMENT [RANDOM]
  DATASTREAM SINK [FRAGMENT=F07, EXCHANGE=20, HASH(ps_partkey)]
  05:AGGREGATE
  |  output: sum(ps_supplycost * ps_availqty)
  |  group by: ps_partkey
  |  hosts=3 per-host-mem=128.00MB
  |  tuple-ids=3 row-size=24B cardinality=unavailable
  |
  04:HASH JOIN [INNER JOIN, BROADCAST]
  |  hash predicates: s_nationkey = n_nationkey
  |  hosts=3 per-host-mem=2.00GB
  |  tuple-ids=0,1,2 row-size=55B cardinality=unavailable
  |
  |--19:EXCHANGE [BROADCAST]
  |     hosts=3 per-host-mem=0B
  |     tuple-ids=2 row-size=17B cardinality=unavailable
  |
  03:HASH JOIN [INNER JOIN, BROADCAST]
  |  hash predicates: ps_suppkey = s_suppkey
  |  hosts=3 per-host-mem=2.00GB
  |  tuple-ids=0,1 row-size=38B cardinality=unavailable
  |
  |--18:EXCHANGE [BROADCAST]
  |     hosts=3 per-host-mem=0B
  |     tuple-ids=1 row-size=10B cardinality=unavailable
  |
  00:SCAN HDFS [tpch_parquet.partsupp, RANDOM]
     partitions=1/1 files=1 size=41.57MB
     table stats: unavailable
     column stats: unavailable
     hosts=3 per-host-mem=224.00MB
     tuple-ids=0 row-size=28B cardinality=unavailable

F06:PLAN FRAGMENT [RANDOM]
  DATASTREAM SINK [FRAGMENT=F04, EXCHANGE=19, BROADCAST]
  02:SCAN HDFS [tpch_parquet.nation, RANDOM]
     partitions=1/1 files=1 size=2.17KB
     predicates: n_name = 'GERMANY'
     table stats: unavailable
     column stats: unavailable
     hosts=3 per-host-mem=32.00MB
     tuple-ids=2 row-size=17B cardinality=unavailable

F05:PLAN FRAGMENT [RANDOM]
  DATASTREAM SINK [FRAGMENT=F04, EXCHANGE=18, BROADCAST]
  01:SCAN HDFS [tpch_parquet.supplier, RANDOM]
     partitions=1/1 files=1 size=888.89KB
     table stats: unavailable
     column stats: unavailable
     hosts=3 per-host-mem=32.00MB
     tuple-ids=1 row-size=10B cardinality=unavailable

F00:PLAN FRAGMENT [RANDOM]
  DATASTREAM SINK [FRAGMENT=F03, EXCHANGE=16, UNPARTITIONED]
  11:AGGREGATE
  |  output: sum(ps_supplycost * ps_availqty)
  |  hosts=3 per-host-mem=10.00MB
  |  tuple-ids=8 row-size=16B cardinality=1
  |
  10:HASH JOIN [INNER JOIN, BROADCAST]
  |  hash predicates: s_nationkey = n_nationkey
  |  hosts=3 per-host-mem=2.00GB
  |  tuple-ids=5,6,7 row-size=47B cardinality=unavailable
  |
  |--15:EXCHANGE [BROADCAST]
  |     hosts=3 per-host-mem=0B
  |     tuple-ids=7 row-size=17B cardinality=unavailable
  |
  09:HASH JOIN [INNER JOIN, BROADCAST]
  |  hash predicates: ps_suppkey = s_suppkey
  |  hosts=3 per-host-mem=2.00GB
  |  tuple-ids=5,6 row-size=30B cardinality=unavailable
  |
  |--14:EXCHANGE [BROADCAST]
  |     hosts=3 per-host-mem=0B
  |     tuple-ids=6 row-size=10B cardinality=unavailable
  |
  06:SCAN HDFS [tpch_parquet.partsupp, RANDOM]
     partitions=1/1 files=1 size=41.57MB
     table stats: unavailable
     column stats: unavailable
     hosts=3 per-host-mem=168.00MB
     tuple-ids=5 row-size=20B cardinality=unavailable

F02:PLAN FRAGMENT [RANDOM]
  DATASTREAM SINK [FRAGMENT=F00, EXCHANGE=15, BROADCAST]
  08:SCAN HDFS [tpch_parquet.nation, RANDOM]
     partitions=1/1 files=1 size=2.17KB
     predicates: n_name = 'GERMANY'
     table stats: unavailable
     column stats: unavailable
     hosts=3 per-host-mem=32.00MB
     tuple-ids=7 row-size=17B cardinality=unavailable

F01:PLAN FRAGMENT [RANDOM]
  DATASTREAM SINK [FRAGMENT=F00, EXCHANGE=14, BROADCAST]
  07:SCAN HDFS [tpch_parquet.supplier, RANDOM]
     partitions=1/1 files=1 size=888.89KB
     table stats: unavailable
     column stats: unavailable
     hosts=3 per-host-mem=32.00MB
     tuple-ids=6 row-size=10B cardinality=unavailable
----------------
    Estimated Per-Host Mem: 4664066048
    Estimated Per-Host VCores: 3
    Tables Missing Stats: tpch_parquet.nation,tpch_parquet.partsupp,tpch_parquet.supplier
    Request Pool: default-pool
    ExecSummary: 
Operator             #Hosts   Avg Time   Max Time    #Rows  Est. #Rows   Peak Mem  Est. Peak Mem  Detail                
------------------------------------------------------------------------------------------------------------------------
13:SORT                   1  853.789us  853.789us    1.05K          -1    8.03 MB        -1.00 B                        
12:CROSS JOIN             1    9.844ms    9.844ms    1.05K          -1    1.41 MB        -1.00 B                        
|--22:EXCHANGE            1  654.228us  654.228us   29.82K          -1          0        -1.00 B  UNPARTITIONED         
|  21:AGGREGATE           1  130.777ms  130.777ms   29.82K          -1    3.33 MB      128.00 MB  FINALIZE              
|  20:EXCHANGE            1  685.145us  685.145us   29.82K          -1          0              0  HASH(ps_partkey)      
|  05:AGGREGATE           1  141.802ms  141.802ms   29.82K          -1    6.40 MB      128.00 MB                        
|  04:HASH JOIN           1   23.550ms   23.550ms   31.68K          -1    2.03 MB        2.00 GB  INNER JOIN, BROADCAST 
|  |--19:EXCHANGE         1    8.672us    8.672us        1          -1          0              0  BROADCAST             
|  |  02:SCAN HDFS        1    8.403ms    8.403ms        1          -1   50.00 KB       32.00 MB  tpch_parquet.nation   
|  03:HASH JOIN           1   65.124ms   65.124ms  800.00K          -1    3.30 MB        2.00 GB  INNER JOIN, BROADCAST 
|  |--18:EXCHANGE         1   209.51us   209.51us   10.00K          -1          0              0  BROADCAST             
|  |  01:SCAN HDFS        1   19.662ms   19.662ms   10.00K          -1  569.63 KB       32.00 MB  tpch_parquet.supplier 
|  00:SCAN HDFS           1   23.701ms   23.701ms  800.00K          -1   11.57 MB      224.00 MB  tpch_parquet.partsupp 
17:AGGREGATE              1  128.110ms  128.110ms        1           1   16.00 KB        -1.00 B  FINALIZE              
16:EXCHANGE               1    8.159us    8.159us        1           1          0        -1.00 B  UNPARTITIONED         
11:AGGREGATE              1  136.227ms  136.227ms        1           1    2.31 MB       10.00 MB                        
10:HASH JOIN              1   21.711ms   21.711ms   31.68K          -1    2.03 MB        2.00 GB  INNER JOIN, BROADCAST 
|--15:EXCHANGE            1    7.287us    7.287us        1          -1          0              0  BROADCAST             
|  08:SCAN HDFS           1    5.973ms    5.973ms        1          -1   50.00 KB       32.00 MB  tpch_parquet.nation   
09:HASH JOIN              1   60.732ms   60.732ms  800.00K          -1    3.27 MB        2.00 GB  INNER JOIN, BROADCAST 
|--14:EXCHANGE            1  206.796us  206.796us   10.00K          -1          0              0  BROADCAST             
|  07:SCAN HDFS           1   13.514ms   13.514ms   10.00K          -1  401.63 KB       32.00 MB  tpch_parquet.supplier 
06:SCAN HDFS              1   11.403ms   11.403ms  800.00K          -1    9.16 MB      168.00 MB  tpch_parquet.partsupp 
    Planner Timeline: 9.637ms
       - Analysis finished: 2.462ms (2.462ms)
       - Equivalence classes computed: 2.656ms (194.390us)
       - Single node plan created: 5.601ms (2.944ms)
       - Distributed plan created: 7.456ms (1.855ms)
       - Planning finished: 9.637ms (2.180ms)
    Query Timeline: 1s112ms
       - Start execution: 26.787us (26.787us)
       - Planning finished: 17.656ms (17.629ms)
       - Ready to start remote fragments: 146.314ms (128.658ms)
       - Remote fragments started: 549.567ms (403.252ms)
       - Rows available: 995.737ms (446.170ms)
       - First row fetched: 1s054ms (58.748ms)
       - Unregister query: 1s110ms (55.685ms)
  ImpalaServer:
     - ClientFetchWaitTimer: 109.385ms
     - RowMaterializationTimer: 4.382ms
  Execution Profile 5c41375904f5716e:6575b782a90c579c:(Total: 977.151ms, non-child: 0ns, % non-child: 0.00%)
    Fragment start latencies: count: 7, last: 0.000838ns, min: 0.000599ns, max: 0.137875ns, mean: 0.057497ns, stddev: 0.065693ns
    Per Node Peak Memory Usage: 40dfc5751fde:22002(63.33 KB) 40dfc5751fde:22001(585.63 KB) 40dfc5751fde:22000(24.27 MB) 
     - FinalizationTimer: 0ns
    Coordinator Fragment F03:(Total: 398.409ms, non-child: 0ns, % non-child: 0.00%)
      MemoryUsage(500.0ms): 20.00 KB, 1.42 MB
      ThreadUsage(500.0ms): 1
       - AverageThreadTokens: 1.00 
       - PeakMemoryUsage: 9.45 MB (9913104)
       - PerHostPeakMemUsage: 0
       - PrepareTime: 128.125ms
       - RowsProduced: 1.05K (1048)
       - TotalCpuTime: 831.481ms
       - TotalNetworkReceiveTime: 438.990ms
       - TotalNetworkSendTime: 0ns
       - TotalStorageWaitTime: 0ns
      BlockMgr:
         - BlockWritesOutstanding: 0 (0)
         - BlocksCreated: 164 (164)
         - BlocksRecycled: 95 (95)
         - BufferedPins: 0 (0)
         - BytesWritten: 0
         - MaxBlockSize: 8.00 MB (8388608)
         - MemoryLimit: 7.54 GB (8090678784)
         - PeakMemoryUsage: 8.00 MB (8388608)
         - TotalBufferWaitTime: 0ns
         - TotalEncryptionTime: 0ns
         - TotalIntegrityCheckTime: 0ns
         - TotalReadBlockTime: 0ns
      CodeGen:(Total: 302.369ms, non-child: 302.369ms, % non-child: 100.00%)
         - CodegenTime: 429.670us
         - CompileTime: 2.231ms
         - LoadTime: 41.677us
         - ModuleFileSize: 2.41 MB (2525272)
         - OptimizationTime: 172.433ms
         - PrepareTime: 126.781ms
      SORT_NODE (id=13):(Total: 398.211ms, non-child: 853.789us, % non-child: 0.21%)
         - InMemorySortTime: 540.735us
         - InitialRunsCreated: 1 (1)
         - PeakMemoryUsage: 8.03 MB (8421376)
         - RowsReturned: 1.05K (1048)
         - RowsReturnedRate: 2.63 K/sec
         - SortDataSize: 32.75 KB (33536)
         - TotalMergesPerformed: 0 (0)
      CROSS_JOIN_NODE (id=12):(Total: 397.358ms, non-child: 9.844ms, % non-child: 2.48%)
        ExecOption: Join Build-Side Prepared Asynchronously
         - BuildRows: 29.82K (29818)
         - BuildTime: 5.534us
         - PeakMemoryUsage: 1.41 MB (1479440)
         - ProbeRows: 1 (1)
         - ProbeTime: 9.620ms
         - RowsReturned: 1.05K (1048)
         - RowsReturnedRate: 2.64 K/sec
        EXCHANGE_NODE (id=22):(Total: 180.113ms, non-child: 654.228us, % non-child: 0.36%)
          BytesReceived(500.0ms): 0, 470.57 KB
           - BytesReceived: 470.57 KB (481868)
           - ConvertRowBatchTime: 530.307us
           - DeserializeRowBatchTimer: 774.243us
           - FirstBatchArrivalWaitTime: 174.437ms
           - PeakMemoryUsage: 0
           - RowsReturned: 29.82K (29818)
           - RowsReturnedRate: 165.55 K/sec
           - SendersBlockedTimer: 0ns
           - SendersBlockedTotalTimer(*): 0ns
      AGGREGATION_NODE (id=17):(Total: 387.589ms, non-child: 128.110ms, % non-child: 33.05%)
        ExecOption: Codegen Enabled
         - BuildTime: 1.903us
         - GetResultsTime: 0ns
         - HashBuckets: 0 (0)
         - LargestPartitionPercent: 0 (0)
         - MaxPartitionLevel: 0 (0)
         - NumRepartitions: 0 (0)
         - PartitionsCreated: 0 (0)
         - PeakMemoryUsage: 16.00 KB (16384)
         - RowsRepartitioned: 0 (0)
         - RowsReturned: 1 (1)
         - RowsReturnedRate: 2.00 /sec
         - SpilledPartitions: 0 (0)
      EXCHANGE_NODE (id=16):(Total: 259.478ms, non-child: 8.159us, % non-child: 0.00%)
        BytesReceived(500.0ms): 0, 0
         - BytesReceived: 30.00 B (30)
         - ConvertRowBatchTime: 870ns
         - DeserializeRowBatchTimer: 4.423us
         - FirstBatchArrivalWaitTime: 259.390ms
         - PeakMemoryUsage: 0
         - RowsReturned: 1 (1)
         - RowsReturnedRate: 3.00 /sec
         - SendersBlockedTimer: 0ns
         - SendersBlockedTotalTimer(*): 0ns
    Averaged Fragment F07:(Total: 590.889ms, non-child: 0ns, % non-child: 0.00%)
      split sizes:  min: 0, max: 0, avg: 0, stddev: 0
      completion times: min:633.135ms  max:633.135ms  mean: 633.135365.135.365000ms  stddev:0.000000ns
      execution rates: min:0.00 /sec  max:0.00 /sec  mean:0.00 /sec  stddev:0.00 /sec
      num instances: 1
       - AverageThreadTokens: 1.00 
       - PeakMemoryUsage: 3.40 MB (3568520)
       - PerHostPeakMemUsage: 24.27 MB (25443736)
       - PrepareTime: 126.81ms
       - RowsProduced: 29.82K (29818)
       - TotalCpuTime: 302.598ms
       - TotalNetworkReceiveTime: 455.495ms
       - TotalNetworkSendTime: 1.331ms
       - TotalStorageWaitTime: 0ns
      CodeGen:(Total: 292.86ms, non-child: 292.86ms, % non-child: 100.00%)
         - CodegenTime: 1.464ms
         - CompileTime: 6.564ms
         - LoadTime: 37.59us
         - ModuleFileSize: 2.41 MB (2525272)
         - OptimizationTime: 160.996ms
         - PrepareTime: 123.703ms
      DataStreamSender (dst_id=22):(Total: 3.768ms, non-child: 3.768ms, % non-child: 100.00%)
         - BytesSent: 470.57 KB (481868)
         - NetworkThroughput(*): 129.51 MB/sec
         - OverallThroughput: 121.94 MB/sec
         - PeakMemoryUsage: 4.00 KB (4096)
         - SerializeBatchTime: 2.276ms
         - ThriftTransmitTime(*): 3.548ms
         - UncompressedRowBatchSize: 1.02 MB (1073576)
      AGGREGATION_NODE (id=21):(Total: 586.854ms, non-child: 130.777ms, % non-child: 22.28%)
         - BuildTime: 2.974ms
         - GetNewBlockTime: 55.403us
         - GetResultsTime: 1.414ms
         - HashBuckets: 32.77K (32768)
         - LargestPartitionPercent: 6 (6)
         - MaxPartitionLevel: 0 (0)
         - NumRepartitions: 0 (0)
         - PartitionsCreated: 16 (16)
         - PeakMemoryUsage: 3.33 MB (3488864)
         - PinTime: 0ns
         - RowsRepartitioned: 0 (0)
         - RowsReturned: 29.82K (29818)
         - RowsReturnedRate: 50.81 K/sec
         - SpilledPartitions: 0 (0)
         - UnpinTime: 478ns
      EXCHANGE_NODE (id=20):(Total: 456.77ms, non-child: 456.77ms, % non-child: 100.00%)
         - BytesReceived: 470.64 KB (481936)
         - ConvertRowBatchTime: 536.875us
         - DeserializeRowBatchTimer: 695.301us
         - FirstBatchArrivalWaitTime: 454.363ms
         - PeakMemoryUsage: 0
         - RowsReturned: 29.82K (29818)
         - RowsReturnedRate: 65.38 K/sec
         - SendersBlockedTimer: 0ns
         - SendersBlockedTotalTimer(*): 0ns
    Averaged Fragment F04:(Total: 255.799ms, non-child: 0ns, % non-child: 0.00%)
      split sizes:  min: 41.57 MB, max: 41.57 MB, avg: 41.57 MB, stddev: 0
      completion times: min:491.861ms  max:491.861ms  mean: 491.861173.861.173000ms  stddev:0.000000ns
      execution rates: min:84.52 MB/sec  max:84.52 MB/sec  mean:84.52 MB/sec  stddev:0.00 /sec
      num instances: 1
       - AverageThreadTokens: 1.00 
       - PeakMemoryUsage: 19.32 MB (20256344)
       - PerHostPeakMemUsage: 24.27 MB (25443736)
       - PrepareTime: 134.397ms
       - RowsProduced: 29.82K (29818)
       - TotalCpuTime: 728.404ms
       - TotalNetworkReceiveTime: 13.553us
       - TotalNetworkSendTime: 832.896us
       - TotalStorageWaitTime: 12.656ms
      CodeGen:(Total: 497.400ms, non-child: 497.400ms, % non-child: 100.00%)
         - CodegenTime: 2.205ms
         - CompileTime: 35.432ms
         - LoadTime: 36.263us
         - ModuleFileSize: 2.41 MB (2525272)
         - OptimizationTime: 334.469ms
         - PrepareTime: 126.655ms
      DataStreamSender (dst_id=20):(Total: 3.119ms, non-child: 3.119ms, % non-child: 100.00%)
         - BytesSent: 470.64 KB (481936)
         - NetworkThroughput(*): 146.26 MB/sec
         - OverallThroughput: 147.36 MB/sec
         - PeakMemoryUsage: 4.00 KB (4096)
         - SerializeBatchTime: 2.286ms
         - ThriftTransmitTime(*): 3.142ms
         - UncompressedRowBatchSize: 1.02 MB (1073576)
      AGGREGATION_NODE (id=5):(Total: 252.269ms, non-child: 141.802ms, % non-child: 56.21%)
         - BuildTime: 12.522ms
         - GetNewBlockTime: 57.636us
         - GetResultsTime: 1.333ms
         - HashBuckets: 32.77K (32768)
         - LargestPartitionPercent: 6 (6)
         - MaxPartitionLevel: 0 (0)
         - NumRepartitions: 0 (0)
         - PartitionsCreated: 16 (16)
         - PeakMemoryUsage: 6.40 MB (6708904)
         - PinTime: 0ns
         - RowsRepartitioned: 0 (0)
         - RowsReturned: 29.82K (29818)
         - RowsReturnedRate: 118.20 K/sec
         - SpilledPartitions: 0 (0)
         - UnpinTime: 538ns
      HASH_JOIN_NODE (id=4):(Total: 110.466ms, non-child: 23.193ms, % non-child: 21.00%)
         - BuildPartitionTime: 2.831us
         - BuildRows: 1 (1)
         - BuildRowsPartitioned: 1 (1)
         - BuildTime: 3.422us
         - GetNewBlockTime: 188.22us
         - HashBuckets: 2 (2)
         - LargestPartitionPercent: 100 (100)
         - MaxPartitionLevel: 0 (0)
         - NumRepartitions: 0 (0)
         - PartitionsCreated: 16 (16)
         - PeakMemoryUsage: 2.03 MB (2125824)
         - PinTime: 0ns
         - ProbeRows: 800.00K (800000)
         - ProbeRowsPartitioned: 0 (0)
         - ProbeTime: 17.566ms
         - RowsReturned: 31.68K (31680)
         - RowsReturnedRate: 286.78 K/sec
         - SpilledPartitions: 0 (0)
         - UnpinTime: 460ns
        EXCHANGE_NODE (id=19):(Total: 8.672us, non-child: 8.672us, % non-child: 100.00%)
           - BytesReceived: 33.00 B (33)
           - ConvertRowBatchTime: 1.378us
           - DeserializeRowBatchTimer: 6.490us
           - FirstBatchArrivalWaitTime: 0ns
           - PeakMemoryUsage: 0
           - RowsReturned: 1 (1)
           - RowsReturnedRate: 115.31 K/sec
           - SendersBlockedTimer: 0ns
           - SendersBlockedTotalTimer(*): 0ns
      HASH_JOIN_NODE (id=3):(Total: 87.264ms, non-child: 63.353ms, % non-child: 72.60%)
         - BuildPartitionTime: 347.978us
         - BuildRows: 10.00K (10000)
         - BuildRowsPartitioned: 10.00K (10000)
         - BuildTime: 748.452us
         - GetNewBlockTime: 181.151us
         - HashBuckets: 32.77K (32768)
         - LargestPartitionPercent: 6 (6)
         - MaxPartitionLevel: 0 (0)
         - NumRepartitions: 0 (0)
         - PartitionsCreated: 16 (16)
         - PeakMemoryUsage: 3.30 MB (3464824)
         - PinTime: 0ns
         - ProbeRows: 800.00K (800000)
         - ProbeRowsPartitioned: 0 (0)
         - ProbeTime: 58.506ms
         - RowsReturned: 800.00K (800000)
         - RowsReturnedRate: 9.17 M/sec
         - SpilledPartitions: 0 (0)
         - UnpinTime: 424ns
        EXCHANGE_NODE (id=18):(Total: 209.51us, non-child: 209.51us, % non-child: 100.00%)
           - BytesReceived: 111.06 KB (113722)
           - ConvertRowBatchTime: 182.706us
           - DeserializeRowBatchTimer: 196.672us
           - FirstBatchArrivalWaitTime: 0ns
           - PeakMemoryUsage: 0
           - RowsReturned: 10.00K (10000)
           - RowsReturnedRate: 47.84 M/sec
           - SendersBlockedTimer: 0ns
           - SendersBlockedTotalTimer(*): 0ns
      HDFS_SCAN_NODE (id=0):(Total: 23.701ms, non-child: 23.701ms, % non-child: 100.00%)
         - AverageHdfsReadThreadConcurrency: 0.00 
         - AverageScannerThreadConcurrency: 0.00 
         - BytesRead: 7.90 MB (8279966)
         - BytesReadDataNodeCache: 0
         - BytesReadLocal: 7.90 MB (8279966)
         - BytesReadRemoteUnexpected: 0
         - BytesReadShortCircuit: 7.90 MB (8279966)
         - DecompressionTime: 10.406ms
         - MaxCompressedTextFileLength: 0
         - NumColumns: 4 (4)
         - NumDisksAccessed: 1 (1)
         - NumScannerThreadsStarted: 1 (1)
         - PeakMemoryUsage: 11.57 MB (12133920)
         - PerReadThreadRawHdfsThroughput: 2.90 GB/sec
         - RemoteScanRanges: 0 (0)
         - RowsRead: 800.00K (800000)
         - RowsReturned: 800.00K (800000)
         - RowsReturnedRate: 33.75 M/sec
         - ScanRangesComplete: 1 (1)
         - ScannerThreadsInvoluntaryContextSwitches: 22 (22)
         - ScannerThreadsTotalWallClockTime: 113.683ms
           - MaterializeTupleTime(*): 88.124ms
           - ScannerThreadsSysTime: 0ns
           - ScannerThreadsUserTime: 100.0ms
         - ScannerThreadsVoluntaryContextSwitches: 14 (14)
         - TotalRawHdfsReadTime(*): 2.654ms
         - TotalReadThroughput: 0.00 /sec
    Averaged Fragment F06:(Total: 8.809ms, non-child: 262.671us, % non-child: 2.98%)
      split sizes:  min: 2.17 KB, max: 2.17 KB, avg: 2.17 KB, stddev: 0
      completion times: min:140.493ms  max:140.493ms  mean: 140.493488.493.488000ms  stddev:0.000000ns
      execution rates: min:15.47 KB/sec  max:15.47 KB/sec  mean:15.47 KB/sec  stddev:0.00 /sec
      num instances: 1
       - AverageThreadTokens: 0.00 
       - PeakMemoryUsage: 63.33 KB (64848)
       - PerHostPeakMemUsage: 63.33 KB (64848)
       - PrepareTime: 57.152us
       - RowsProduced: 1 (1)
       - TotalCpuTime: 9.306ms
       - TotalNetworkReceiveTime: 0ns
       - TotalNetworkSendTime: 187ns
       - TotalStorageWaitTime: 7.684ms
      BlockMgr:
         - BlockWritesOutstanding: 0 (0)
         - BlocksCreated: 0 (0)
         - BlocksRecycled: 0 (0)
         - BufferedPins: 0 (0)
         - BytesWritten: 0
         - MaxBlockSize: 8.00 MB (8388608)
         - MemoryLimit: 7.54 GB (8090678784)
         - PeakMemoryUsage: 0
         - TotalBufferWaitTime: 0ns
         - TotalEncryptionTime: 0ns
         - TotalIntegrityCheckTime: 0ns
         - TotalReadBlockTime: 0ns
