+----------+---------------------------+--------+--------------+
| p_brand  | p_type                    | p_size | supplier_cnt |
| Brand#33 | LARGE ANODIZED BRASS      | 3      | 12           |
| Brand#33 | LARGE ANODIZED BRASS      | 36     | 12           |
| Brand#33 | LARGE ANODIZED NICKEL     | 23     | 12           |
| Brand#33 | LARGE ANODIZED STEEL      | 3      | 12           |
| Brand#33 | LARGE ANODIZED TIN        | 36     | 12           |
| Brand#33 | LARGE BRUSHED BRASS       | 23     | 12           |
| Brand#33 | LARGE BRUSHED STEEL       | 3      | 12           |
| Brand#33 | LARGE BRUSHED TIN         | 36     | 12           |
| Brand#33 | LARGE BURNISHED BRASS     | 19     | 12           |
| Brand#33 | LARGE BURNISHED BRASS     | 49     | 12           |
| Brand#33 | LARGE PLATED NICKEL       | 9      | 12           |
| Brand#33 | LARGE PLATED NICKEL       | 19     | 12           |
| Brand#33 | LARGE POLISHED BRASS      | 9      | 12           |
| Brand#33 | LARGE POLISHED NICKEL     | 45     | 12           |
| Brand#33 | MEDIUM ANODIZED NICKEL    | 19     | 12           |
| Brand#33 | MEDIUM ANODIZED TIN       | 49     | 12           |
| Brand#33 | MEDIUM BRUSHED BRASS      | 45     | 12           |
| Brand#33 | MEDIUM BRUSHED NICKEL     | 14     | 12           |
| Brand#33 | MEDIUM BRUSHED STEEL      | 14     | 12           |
| Brand#33 | MEDIUM BRUSHED STEEL      | 36     | 12           |
| Brand#33 | MEDIUM BURNISHED BRASS    | 49     | 12           |
| Brand#33 | MEDIUM BURNISHED TIN      | 3      | 12           |
| Brand#33 | MEDIUM BURNISHED TIN      | 49     | 12           |
| Brand#33 | MEDIUM PLATED STEEL       | 3      | 12           |
| Brand#33 | MEDIUM PLATED TIN         | 23     | 12           |
| Brand#33 | PROMO ANODIZED STEEL      | 23     | 12           |
| Brand#33 | PROMO ANODIZED TIN        | 9      | 12           |
| Brand#33 | PROMO ANODIZED TIN        | 49     | 12           |
| Brand#33 | PROMO BRUSHED BRASS       | 3      | 12           |
| Brand#33 | PROMO BRUSHED BRASS       | 19     | 12           |
| Brand#33 | PROMO BRUSHED TIN         | 49     | 12           |
| Brand#33 | PROMO BURNISHED NICKEL    | 23     | 12           |
| Brand#33 | PROMO BURNISHED TIN       | 3      | 12           |
| Brand#33 | PROMO BURNISHED TIN       | 19     | 12           |
| Brand#33 | PROMO BURNISHED TIN       | 23     | 12           |
| Brand#33 | PROMO BURNISHED TIN       | 36     | 12           |
| Brand#33 | PROMO BURNISHED TIN       | 49     | 12           |
| Brand#33 | PROMO PLATED BRASS        | 23     | 12           |
| Brand#33 | PROMO PLATED BRASS        | 36     | 12           |
| Brand#33 | PROMO POLISHED COPPER     | 3      | 12           |
| Brand#33 | PROMO POLISHED NICKEL     | 3      | 12           |
| Brand#33 | PROMO POLISHED STEEL      | 23     | 12           |
| Brand#33 | SMALL ANODIZED STEEL      | 14     | 12           |
| Brand#33 | SMALL ANODIZED STEEL      | 49     | 12           |
| Brand#33 | SMALL ANODIZED TIN        | 19     | 12           |
| Brand#33 | SMALL BRUSHED BRASS       | 36     | 12           |
| Brand#33 | SMALL BRUSHED NICKEL      | 19     | 12           |
| Brand#33 | SMALL BRUSHED NICKEL      | 45     | 12           |
| Brand#33 | SMALL BURNISHED BRASS     | 36     | 12           |
| Brand#33 | SMALL BURNISHED TIN       | 9      | 12           |
| Brand#33 | SMALL PLATED BRASS        | 14     | 12           |
| Brand#33 | SMALL PLATED NICKEL       | 49     | 12           |
| Brand#33 | SMALL PLATED STEEL        | 3      | 12           |
| Brand#33 | SMALL POLISHED NICKEL     | 9      | 12           |
| Brand#33 | STANDARD ANODIZED STEEL   | 14     | 12           |
| Brand#33 | STANDARD ANODIZED STEEL   | 45     | 12           |
| Brand#33 | STANDARD ANODIZED TIN     | 9      | 12           |
| Brand#33 | STANDARD BRUSHED BRASS    | 19     | 12           |
| Brand#33 | STANDARD BRUSHED NICKEL   | 14     | 12           |
| Brand#33 | STANDARD BURNISHED BRASS  | 9      | 12           |
| Brand#33 | STANDARD BURNISHED TIN    | 23     | 12           |
| Brand#33 | STANDARD POLISHED STEEL   | 45     | 12           |
| Brand#34 | ECONOMY ANODIZED NICKEL   | 9      | 12           |
| Brand#34 | ECONOMY ANODIZED NICKEL   | 49     | 12           |
| Brand#34 | ECONOMY ANODIZED STEEL    | 45     | 12           |
| Brand#34 | ECONOMY BURNISHED COPPER  | 9      | 12           |
| Brand#34 | ECONOMY BURNISHED COPPER  | 23     | 12           |
| Brand#34 | ECONOMY BURNISHED COPPER  | 36     | 12           |
| Brand#34 | ECONOMY BURNISHED NICKEL  | 19     | 12           |
| Brand#34 | ECONOMY BURNISHED NICKEL  | 49     | 12           |
| Brand#34 | ECONOMY BURNISHED STEEL   | 9      | 12           |
| Brand#34 | ECONOMY BURNISHED TIN     | 14     | 12           |
| Brand#34 | ECONOMY PLATED BRASS      | 3      | 12           |
| Brand#34 | ECONOMY PLATED COPPER     | 3      | 12           |
| Brand#34 | ECONOMY PLATED TIN        | 3      | 12           |
| Brand#34 | ECONOMY PLATED TIN        | 14     | 12           |
| Brand#34 | ECONOMY POLISHED TIN      | 36     | 12           |
| Brand#34 | LARGE ANODIZED COPPER     | 3      | 12           |
| Brand#34 | LARGE ANODIZED NICKEL     | 3      | 12           |
| Brand#34 | LARGE ANODIZED NICKEL     | 49     | 12           |
| Brand#34 | LARGE BRUSHED COPPER      | 36     | 12           |
| Brand#34 | LARGE BRUSHED NICKEL      | 19     | 12           |
| Brand#34 | LARGE BRUSHED NICKEL      | 49     | 12           |
| Brand#34 | LARGE BURNISHED COPPER    | 23     | 12           |
| Brand#34 | LARGE BURNISHED NICKEL    | 23     | 12           |
| Brand#34 | LARGE BURNISHED TIN       | 14     | 12           |
| Brand#34 | LARGE BURNISHED TIN       | 23     | 12           |
| Brand#34 | LARGE BURNISHED TIN       | 49     | 12           |
| Brand#34 | LARGE PLATED COPPER       | 9      | 12           |
| Brand#34 | LARGE PLATED TIN          | 14     | 12           |
| Brand#34 | LARGE POLISHED BRASS      | 3      | 12           |
| Brand#34 | LARGE POLISHED BRASS      | 45     | 12           |
| Brand#34 | LARGE POLISHED COPPER     | 3      | 12           |
| Brand#34 | LARGE POLISHED NICKEL     | 3      | 12           |
| Brand#34 | LARGE POLISHED NICKEL     | 49     | 12           |
| Brand#34 | MEDIUM ANODIZED BRASS     | 45     | 12           |
| Brand#34 | MEDIUM BRUSHED BRASS      | 49     | 12           |
| Brand#34 | MEDIUM BRUSHED COPPER     | 9      | 12           |
| Brand#34 | MEDIUM BRUSHED COPPER     | 23     | 12           |
| Brand#34 | MEDIUM BRUSHED NICKEL     | 9      | 12           |
| Brand#34 | MEDIUM BRUSHED STEEL      | 45     | 12           |
| Brand#34 | MEDIUM BRUSHED TIN        | 36     | 12           |
| Brand#34 | MEDIUM BURNISHED BRASS    | 14     | 12           |
| Brand#34 | MEDIUM BURNISHED NICKEL   | 3      | 12           |
| Brand#34 | MEDIUM PLATED BRASS       | 23     | 12           |
| Brand#34 | PROMO ANODIZED NICKEL     | 3      | 12           |
| Brand#34 | PROMO BRUSHED COPPER      | 49     | 12           |
| Brand#34 | PROMO BRUSHED NICKEL      | 49     | 12           |
| Brand#34 | PROMO BURNISHED STEEL     | 14     | 12           |
| Brand#34 | PROMO PLATED BRASS        | 3      | 12           |
| Brand#34 | PROMO PLATED BRASS        | 36     | 12           |
| Brand#34 | PROMO PLATED TIN          | 49     | 12           |
| Brand#34 | PROMO POLISHED BRASS      | 14     | 12           |
| Brand#34 | PROMO POLISHED COPPER     | 23     | 12           |
| Brand#34 | PROMO POLISHED NICKEL     | 49     | 12           |
| Brand#34 | SMALL ANODIZED BRASS      | 19     | 12           |
| Brand#34 | SMALL ANODIZED COPPER     | 14     | 12           |
| Brand#34 | SMALL ANODIZED STEEL      | 19     | 12           |
| Brand#34 | SMALL ANODIZED TIN        | 9      | 12           |
| Brand#34 | SMALL BRUSHED COPPER      | 14     | 12           |
| Brand#34 | SMALL BURNISHED BRASS     | 9      | 12           |
| Brand#34 | SMALL BURNISHED BRASS     | 23     | 12           |
| Brand#34 | SMALL BURNISHED COPPER    | 9      | 12           |
| Brand#34 | SMALL BURNISHED COPPER    | 36     | 12           |
| Brand#34 | SMALL BURNISHED NICKEL    | 9      | 12           |
| Brand#34 | SMALL BURNISHED NICKEL    | 14     | 12           |
| Brand#34 | SMALL BURNISHED NICKEL    | 36     | 12           |
| Brand#34 | SMALL BURNISHED STEEL     | 14     | 12           |
| Brand#34 | SMALL PLATED BRASS        | 14     | 12           |
| Brand#34 | SMALL PLATED TIN          | 45     | 12           |
| Brand#34 | SMALL POLISHED STEEL      | 19     | 12           |
| Brand#34 | STANDARD ANODIZED BRASS   | 36     | 12           |
| Brand#34 | STANDARD ANODIZED TIN     | 3      | 12           |
| Brand#34 | STANDARD ANODIZED TIN     | 14     | 12           |
| Brand#34 | STANDARD BRUSHED BRASS    | 36     | 12           |
| Brand#34 | STANDARD BRUSHED COPPER   | 3      | 12           |
| Brand#34 | STANDARD BRUSHED STEEL    | 23     | 12           |
| Brand#34 | STANDARD BRUSHED TIN      | 45     | 12           |
| Brand#34 | STANDARD BURNISHED STEEL  | 14     | 12           |
| Brand#34 | STANDARD BURNISHED TIN    | 45     | 12           |
| Brand#34 | STANDARD POLISHED COPPER  | 14     | 12           |
| Brand#35 | ECONOMY ANODIZED BRASS    | 14     | 12           |
| Brand#35 | ECONOMY ANODIZED COPPER   | 19     | 12           |
| Brand#35 | ECONOMY ANODIZED NICKEL   | 14     | 12           |
| Brand#35 | ECONOMY ANODIZED STEEL    | 14     | 12           |
| Brand#35 | ECONOMY ANODIZED STEEL    | 45     | 12           |
| Brand#35 | ECONOMY BRUSHED BRASS     | 36     | 12           |
| Brand#35 | ECONOMY BRUSHED NICKEL    | 49     | 12           |
| Brand#35 | ECONOMY BURNISHED BRASS   | 19     | 12           |
| Brand#35 | ECONOMY BURNISHED BRASS   | 36     | 12           |
| Brand#35 | ECONOMY BURNISHED STEEL   | 36     | 12           |
| Brand#35 | ECONOMY PLATED TIN        | 45     | 12           |
| Brand#35 | ECONOMY PLATED TIN        | 49     | 12           |
| Brand#35 | ECONOMY POLISHED COPPER   | 9      | 12           |
| Brand#35 | ECONOMY POLISHED NICKEL   | 23     | 12           |
| Brand#35 | ECONOMY POLISHED STEEL    | 9      | 12           |
| Brand#35 | ECONOMY POLISHED TIN      | 23     | 12           |
| Brand#35 | LARGE ANODIZED BRASS      | 3      | 12           |
| Brand#35 | LARGE ANODIZED BRASS      | 45     | 12           |
| Brand#35 | LARGE ANODIZED COPPER     | 19     | 12           |
| Brand#35 | LARGE ANODIZED COPPER     | 36     | 12           |
| Brand#35 | LARGE ANODIZED STEEL      | 45     | 12           |
| Brand#35 | LARGE ANODIZED TIN        | 45     | 12           |
| Brand#35 | LARGE BRUSHED COPPER      | 23     | 12           |
| Brand#35 | LARGE BRUSHED NICKEL      | 36     | 12           |
| Brand#35 | LARGE BRUSHED STEEL       | 3      | 12           |
| Brand#35 | LARGE BRUSHED TIN         | 36     | 12           |
| Brand#35 | LARGE BURNISHED BRASS     | 45     | 12           |
| Brand#35 | LARGE BURNISHED STEEL     | 9      | 12           |
| Brand#35 | LARGE BURNISHED STEEL     | 45     | 12           |
| Brand#35 | LARGE BURNISHED TIN       | 49     | 12           |
| Brand#35 | LARGE PLATED BRASS        | 3      | 12           |
| Brand#35 | LARGE PLATED BRASS        | 23     | 12           |
| Brand#35 | LARGE PLATED STEEL        | 19     | 12           |
| Brand#35 | LARGE PLATED STEEL        | 49     | 12           |
| Brand#35 | MEDIUM ANODIZED TIN       | 3      | 12           |
| Brand#35 | MEDIUM BRUSHED BRASS      | 49     | 12           |
| Brand#35 | MEDIUM BRUSHED COPPER     | 14     | 12           |
| Brand#35 | MEDIUM BRUSHED NICKEL     | 3      | 12           |
| Brand#35 | MEDIUM BRUSHED STEEL      | 45     | 12           |
| Brand#35 | MEDIUM BURNISHED STEEL    | 19     | 12           |
| Brand#35 | MEDIUM PLATED NICKEL      | 45     | 12           |
| Brand#35 | MEDIUM PLATED STEEL       | 3      | 12           |
| Brand#35 | MEDIUM PLATED TIN         | 36     | 12           |
| Brand#35 | PROMO ANODIZED BRASS      | 14     | 12           |
| Brand#35 | PROMO ANODIZED STEEL      | 3      | 12           |
| Brand#35 | PROMO ANODIZED STEEL      | 23     | 12           |
| Brand#35 | PROMO ANODIZED TIN        | 49     | 12           |
| Brand#35 | PROMO BRUSHED COPPER      | 9      | 12           |
| Brand#35 | PROMO BRUSHED COPPER      | 23     | 12           |
| Brand#35 | PROMO BRUSHED STEEL       | 36     | 12           |
| Brand#35 | PROMO BURNISHED NICKEL    | 19     | 12           |
| Brand#35 | PROMO BURNISHED STEEL     | 3      | 12           |
| Brand#35 | PROMO BURNISHED STEEL     | 14     | 12           |
| Brand#35 | PROMO BURNISHED STEEL     | 49     | 12           |
| Brand#35 | PROMO BURNISHED TIN       | 9      | 12           |
| Brand#35 | PROMO BURNISHED TIN       | 14     | 12           |
| Brand#35 | PROMO POLISHED BRASS      | 19     | 12           |
| Brand#35 | PROMO POLISHED COPPER     | 49     | 12           |
| Brand#35 | PROMO POLISHED NICKEL     | 49     | 12           |
| Brand#35 | PROMO POLISHED STEEL      | 9      | 12           |
| Brand#35 | PROMO POLISHED TIN        | 36     | 12           |
| Brand#35 | SMALL ANODIZED BRASS      | 9      | 12           |
| Brand#35 | SMALL ANODIZED BRASS      | 19     | 12           |
| Brand#35 | SMALL BRUSHED NICKEL      | 19     | 12           |
| Brand#35 | SMALL BRUSHED STEEL       | 45     | 12           |
| Brand#35 | SMALL BRUSHED TIN         | 45     | 12           |
| Brand#35 | SMALL BURNISHED BRASS     | 9      | 12           |
| Brand#35 | SMALL BURNISHED BRASS     | 23     | 12           |
| Brand#35 | SMALL BURNISHED BRASS     | 36     | 12           |
| Brand#35 | SMALL BURNISHED BRASS     | 49     | 12           |
| Brand#35 | SMALL BURNISHED COPPER    | 45     | 12           |
| Brand#35 | SMALL PLATED BRASS        | 9      | 12           |
| Brand#35 | SMALL PLATED BRASS        | 36     | 12           |
| Brand#35 | SMALL PLATED TIN          | 36     | 12           |
| Brand#35 | STANDARD ANODIZED TIN     | 3      | 12           |
| Brand#35 | STANDARD ANODIZED TIN     | 9      | 12           |
| Brand#35 | STANDARD BURNISHED BRASS  | 36     | 12           |
| Brand#35 | STANDARD BURNISHED STEEL  | 49     | 12           |
| Brand#35 | STANDARD PLATED BRASS     | 49     | 12           |
| Brand#35 | STANDARD PLATED COPPER    | 9      | 12           |
| Brand#35 | STANDARD PLATED NICKEL    | 23     | 12           |
| Brand#35 | STANDARD PLATED NICKEL    | 49     | 12           |
| Brand#35 | STANDARD PLATED STEEL     | 23     | 12           |
| Brand#35 | STANDARD PLATED TIN       | 45     | 12           |
| Brand#35 | STANDARD POLISHED STEEL   | 23     | 12           |
| Brand#35 | STANDARD POLISHED TIN     | 3      | 12           |
| Brand#41 | ECONOMY ANODIZED BRASS    | 45     | 12           |
| Brand#41 | ECONOMY ANODIZED TIN      | 14     | 12           |
| Brand#41 | ECONOMY BRUSHED BRASS     | 23     | 12           |
| Brand#41 | ECONOMY BRUSHED NICKEL    | 49     | 12           |
| Brand#41 | ECONOMY BRUSHED STEEL     | 36     | 12           |
| Brand#41 | ECONOMY BRUSHED TIN       | 45     | 12           |
| Brand#41 | ECONOMY BURNISHED COPPER  | 3      | 12           |
| Brand#41 | ECONOMY BURNISHED COPPER  | 45     | 12           |
| Brand#41 | ECONOMY PLATED NICKEL     | 23     | 12           |
| Brand#41 | ECONOMY PLATED STEEL      | 36     | 12           |
| Brand#41 | ECONOMY PLATED TIN        | 23     | 12           |
| Brand#41 | ECONOMY POLISHED BRASS    | 36     | 12           |
| Brand#41 | ECONOMY POLISHED COPPER   | 49     | 12           |
| Brand#41 | ECONOMY POLISHED NICKEL   | 9      | 12           |
| Brand#41 | ECONOMY POLISHED NICKEL   | 19     | 12           |
| Brand#41 | ECONOMY POLISHED NICKEL   | 23     | 12           |
| Brand#41 | ECONOMY POLISHED STEEL    | 49     | 12           |
| Brand#41 | LARGE ANODIZED BRASS      | 14     | 12           |
| Brand#41 | LARGE ANODIZED BRASS      | 23     | 12           |
| Brand#41 | LARGE ANODIZED COPPER     | 36     | 12           |
| Brand#41 | LARGE ANODIZED STEEL      | 23     | 12           |
| Brand#41 | LARGE BRUSHED BRASS       | 9      | 12           |
| Brand#41 | LARGE BRUSHED COPPER      | 23     | 12           |
| Brand#41 | LARGE BURNISHED BRASS     | 36     | 12           |
| Brand#41 | LARGE BURNISHED STEEL     | 23     | 12           |
| Brand#41 | LARGE PLATED NICKEL       | 14     | 12           |
| Brand#41 | LARGE POLISHED BRASS      | 45     | 12           |
| Brand#41 | LARGE POLISHED COPPER     | 23     | 12           |
| Brand#41 | LARGE POLISHED COPPER     | 36     | 12           |
| Brand#41 | LARGE POLISHED STEEL      | 3      | 12           |
| Brand#41 | LARGE POLISHED STEEL      | 9      | 12           |
| Brand#41 | MEDIUM ANODIZED NICKEL    | 3      | 12           |
| Brand#41 | MEDIUM ANODIZED TIN       | 3      | 12           |
| Brand#41 | MEDIUM BURNISHED COPPER   | 23     | 12           |
| Brand#41 | MEDIUM BURNISHED TIN      | 14     | 12           |
| Brand#41 | MEDIUM BURNISHED TIN      | 45     | 12           |
| Brand#41 | MEDIUM PLATED BRASS       | 19     | 12           |
| Brand#41 | MEDIUM PLATED COPPER      | 19     | 12           |
| Brand#41 | MEDIUM PLATED COPPER      | 45     | 12           |
| Brand#41 | PROMO ANODIZED BRASS      | 14     | 12           |
| Brand#41 | PROMO ANODIZED NICKEL     | 49     | 12           |
| Brand#41 | PROMO ANODIZED TIN        | 9      | 12           |
| Brand#41 | PROMO BURNISHED COPPER    | 49     | 12           |
| Brand#41 | PROMO BURNISHED TIN       | 14     | 12           |
| Brand#41 | PROMO PLATED NICKEL       | 14     | 12           |
| Brand#41 | PROMO PLATED STEEL        | 45     | 12           |
| Brand#41 | PROMO PLATED TIN          | 3      | 12           |
| Brand#41 | PROMO PLATED TIN          | 36     | 12           |
| Brand#41 | PROMO POLISHED COPPER     | 23     | 12           |
| Brand#41 | PROMO POLISHED NICKEL     | 19     | 12           |
| Brand#41 | SMALL ANODIZED BRASS      | 3      | 12           |
| Brand#41 | SMALL ANODIZED COPPER     | 14     | 12           |
| Brand#41 | SMALL ANODIZED NICKEL     | 36     | 12           |
| Brand#41 | SMALL BRUSHED STEEL       | 36     | 12           |
| Brand#41 | SMALL BRUSHED TIN         | 14     | 12           |
| Brand#41 | SMALL BURNISHED TIN       | 3      | 12           |
| Brand#41 | SMALL PLATED BRASS        | 14     | 12           |
| Brand#41 | SMALL PLATED STEEL        | 14     | 12           |
| Brand#41 | SMALL POLISHED COPPER     | 36     | 12           |
| Brand#41 | SMALL POLISHED TIN        | 36     | 12           |
| Brand#41 | STANDARD ANODIZED BRASS   | 3      | 12           |
| Brand#41 | STANDARD ANODIZED BRASS   | 36     | 12           |
| Brand#41 | STANDARD ANODIZED COPPER  | 14     | 12           |
| Brand#41 | STANDARD ANODIZED NICKEL  | 36     | 12           |
| Brand#41 | STANDARD BURNISHED STEEL  | 9      | 12           |
| Brand#41 | STANDARD BURNISHED TIN    | 3      | 12           |
| Brand#41 | STANDARD PLATED BRASS     | 45     | 12           |
| Brand#41 | STANDARD PLATED COPPER    | 49     | 12           |
| Brand#41 | STANDARD POLISHED COPPER  | 23     | 12           |
| Brand#41 | STANDARD POLISHED NICKEL  | 3      | 12           |
| Brand#42 | ECONOMY ANODIZED BRASS    | 36     | 12           |
| Brand#42 | ECONOMY ANODIZED STEEL    | 9      | 12           |
| Brand#42 | ECONOMY BRUSHED NICKEL    | 45     | 12           |
| Brand#42 | ECONOMY BRUSHED TIN       | 14     | 12           |
| Brand#42 | ECONOMY BURNISHED NICKEL  | 49     | 12           |
| Brand#42 | ECONOMY BURNISHED STEEL   | 49     | 12           |
| Brand#42 | ECONOMY BURNISHED TIN     | 19     | 12           |
| Brand#42 | ECONOMY PLATED COPPER     | 14     | 12           |
| Brand#42 | ECONOMY PLATED NICKEL     | 9      | 12           |
| Brand#42 | ECONOMY POLISHED COPPER   | 9      | 12           |
| Brand#42 | LARGE ANODIZED BRASS      | 49     | 12           |
| Brand#42 | LARGE ANODIZED COPPER     | 36     | 12           |
| Brand#42 | LARGE BURNISHED COPPER    | 9      | 12           |
| Brand#42 | LARGE BURNISHED COPPER    | 19     | 12           |
| Brand#42 | LARGE BURNISHED TIN       | 9      | 12           |
| Brand#42 | LARGE PLATED BRASS        | 23     | 12           |
| Brand#42 | LARGE PLATED BRASS        | 36     | 12           |
| Brand#42 | LARGE PLATED NICKEL       | 23     | 12           |
| Brand#42 | LARGE PLATED TIN          | 9      | 12           |
| Brand#42 | LARGE PLATED TIN          | 19     | 12           |
| Brand#42 | LARGE POLISHED BRASS      | 36     | 12           |
| Brand#42 | LARGE POLISHED STEEL      | 9      | 12           |
| Brand#42 | LARGE POLISHED STEEL      | 45     | 12           |
| Brand#42 | LARGE POLISHED TIN        | 14     | 12           |
| Brand#42 | MEDIUM ANODIZED NICKEL    | 19     | 12           |
| Brand#42 | MEDIUM ANODIZED STEEL     | 23     | 12           |
| Brand#42 | MEDIUM ANODIZED TIN       | 49     | 12           |
| Brand#42 | MEDIUM BRUSHED NICKEL     | 9      | 12           |
| Brand#42 | MEDIUM BRUSHED STEEL      | 19     | 12           |
| Brand#42 | MEDIUM BRUSHED TIN        | 14     | 12           |
| Brand#42 | MEDIUM BURNISHED BRASS    | 36     | 12           |
| Brand#42 | MEDIUM BURNISHED NICKEL   | 36     | 12           |
| Brand#42 | MEDIUM BURNISHED STEEL    | 49     | 12           |
| Brand#42 | MEDIUM PLATED BRASS       | 36     | 12           |
| Brand#42 | MEDIUM PLATED COPPER      | 36     | 12           |
| Brand#42 | MEDIUM PLATED COPPER      | 45     | 12           |
| Brand#42 | MEDIUM PLATED STEEL       | 3      | 12           |
| Brand#42 | MEDIUM PLATED TIN         | 45     | 12           |
| Brand#42 | PROMO ANODIZED TIN        | 23     | 12           |
| Brand#42 | PROMO BRUSHED BRASS       | 19     | 12           |
| Brand#42 | PROMO BRUSHED NICKEL      | 3      | 12           |
| Brand#42 | PROMO BRUSHED TIN         | 45     | 12           |
| Brand#42 | PROMO BURNISHED BRASS     | 19     | 12           |
| Brand#42 | PROMO BURNISHED NICKEL    | 3      | 12           |
| Brand#42 | PROMO BURNISHED TIN       | 9      | 12           |
| Brand#42 | PROMO PLATED BRASS        | 14     | 12           |
| Brand#42 | PROMO PLATED BRASS        | 23     | 12           |
| Brand#42 | PROMO PLATED STEEL        | 19     | 12           |
| Brand#42 | PROMO POLISHED STEEL      | 45     | 12           |
| Brand#42 | SMALL ANODIZED BRASS      | 36     | 12           |
| Brand#42 | SMALL BRUSHED BRASS       | 36     | 12           |
| Brand#42 | SMALL BURNISHED BRASS     | 3      | 12           |
| Brand#42 | SMALL BURNISHED BRASS     | 36     | 12           |
| Brand#42 | SMALL BURNISHED STEEL     | 23     | 12           |
| Brand#42 | SMALL BURNISHED TIN       | 9      | 12           |
| Brand#42 | SMALL BURNISHED TIN       | 49     | 12           |
| Brand#42 | SMALL PLATED COPPER       | 9      | 12           |
| Brand#42 | SMALL PLATED COPPER       | 19     | 12           |
| Brand#42 | SMALL POLISHED BRASS      | 3      | 12           |
| Brand#42 | SMALL POLISHED COPPER     | 36     | 12           |
| Brand#42 | SMALL POLISHED NICKEL     | 23     | 12           |
| Brand#42 | STANDARD ANODIZED BRASS   | 23     | 12           |
| Brand#42 | STANDARD ANODIZED COPPER  | 45     | 12           |
| Brand#42 | STANDARD ANODIZED STEEL   | 23     | 12           |
| Brand#42 | STANDARD ANODIZED TIN     | 23     | 12           |
| Brand#42 | STANDARD BRUSHED TIN      | 3      | 12           |
| Brand#42 | STANDARD BURNISHED COPPER | 36     | 12           |
| Brand#42 | STANDARD BURNISHED TIN    | 23     | 12           |
| Brand#42 | STANDARD PLATED COPPER    | 9      | 12           |
| Brand#42 | STANDARD PLATED TIN       | 3      | 12           |
| Brand#42 | STANDARD POLISHED NICKEL  | 9      | 12           |
| Brand#42 | STANDARD POLISHED STEEL   | 14     | 12           |
| Brand#43 | ECONOMY ANODIZED BRASS    | 14     | 12           |
| Brand#43 | ECONOMY ANODIZED COPPER   | 9      | 12           |
| Brand#43 | ECONOMY ANODIZED COPPER   | 19     | 12           |
| Brand#43 | ECONOMY ANODIZED COPPER   | 45     | 12           |
| Brand#43 | ECONOMY BRUSHED STEEL     | 9      | 12           |
| Brand#43 | ECONOMY BRUSHED STEEL     | 14     | 12           |
| Brand#43 | ECONOMY BRUSHED STEEL     | 36     | 12           |
| Brand#43 | ECONOMY BRUSHED STEEL     | 45     | 12           |
| Brand#43 | ECONOMY BRUSHED TIN       | 49     | 12           |
| Brand#43 | ECONOMY BURNISHED BRASS   | 3      | 12           |
| Brand#43 | ECONOMY BURNISHED BRASS   | 49     | 12           |
| Brand#43 | ECONOMY BURNISHED NICKEL  | 3      | 12           |
| Brand#43 | ECONOMY BURNISHED NICKEL  | 36     | 12           |
| Brand#43 | ECONOMY BURNISHED STEEL   | 9      | 12           |
| Brand#43 | ECONOMY BURNISHED TIN     | 19     | 12           |
| Brand#43 | ECONOMY PLATED COPPER     | 3      | 12           |
| Brand#43 | ECONOMY PLATED STEEL      | 3      | 12           |
| Brand#43 | ECONOMY POLISHED BRASS    | 45     | 12           |
| Brand#43 | ECONOMY POLISHED NICKEL   | 45     | 12           |
| Brand#43 | ECONOMY POLISHED TIN      | 49     | 12           |
| Brand#43 | LARGE ANODIZED TIN        | 14     | 12           |
| Brand#43 | LARGE BRUSHED NICKEL      | 23     | 12           |
| Brand#43 | LARGE BRUSHED STEEL       | 45     | 12           |
| Brand#43 | LARGE BURNISHED COPPER    | 14     | 12           |
| Brand#43 | LARGE BURNISHED NICKEL    | 3      | 12           |
| Brand#43 | LARGE BURNISHED STEEL     | 3      | 12           |
| Brand#43 | LARGE BURNISHED TIN       | 45     | 12           |
| Brand#43 | LARGE PLATED TIN          | 9      | 12           |
| Brand#43 | LARGE POLISHED BRASS      | 9      | 12           |
| Brand#43 | LARGE POLISHED COPPER     | 23     | 12           |
| Brand#43 | LARGE POLISHED NICKEL     | 9      | 12           |
| Brand#43 | LARGE POLISHED TIN        | 45     | 12           |
| Brand#43 | MEDIUM ANODIZED BRASS     | 14     | 12           |
| Brand#43 | MEDIUM ANODIZED BRASS     | 19     | 12           |
| Brand#43 | MEDIUM ANODIZED BRASS     | 36     | 12           |
| Brand#43 | MEDIUM ANODIZED COPPER    | 45     | 12           |
| Brand#43 | MEDIUM ANODIZED NICKEL    | 36     | 12           |
| Brand#43 | MEDIUM BRUSHED BRASS      | 45     | 12           |
| Brand#43 | MEDIUM BURNISHED BRASS    | 36     | 12           |
| Brand#43 | MEDIUM BURNISHED BRASS    | 45     | 12           |
| Brand#43 | MEDIUM BURNISHED BRASS    | 49     | 12           |
| Brand#43 | MEDIUM BURNISHED COPPER   | 3      | 12           |
| Brand#43 | MEDIUM BURNISHED COPPER   | 14     | 12           |
| Brand#43 | MEDIUM PLATED BRASS       | 3      | 12           |
| Brand#43 | MEDIUM PLATED BRASS       | 49     | 12           |
| Brand#43 | MEDIUM PLATED COPPER      | 19     | 12           |
| Brand#43 | PROMO ANODIZED NICKEL     | 19     | 12           |
| Brand#43 | PROMO ANODIZED STEEL      | 9      | 12           |
| Brand#43 | PROMO ANODIZED TIN        | 9      | 12           |
| Brand#43 | PROMO BRUSHED NICKEL      | 23     | 12           |
